type	prod0	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	daysLate
1	15	49	20	22	23	22	17	28	15	29	43
0	17	26	21	17	19	50	20	38	15	42	24
1	12	41	20	14	19	25	19	27	19	29	45
1	28	17	16	12	19	24	26	29	17	17	7
1	30	20	16	18	20	26	19	31	15	25	25
0	10	19	34	12	17	36	24	30	12	20	19
0	12	24	30	19	19	30	18	22	18	23	6
1	11	46	12	13	25	21	22	35	11	29	59
0	12	20	20	12	24	24	20	27	32	20	48
0	13	38	21	13	19	25	19	33	15	18	30
0	12	28	26	15	22	44	20	29	16	35	22
1	30	19	20	9	17	20	21	42	15	19	25
0	15	18	27	12	22	31	17	30	13	17	18
1	28	25	20	18	20	26	21	33	19	22	29
0	12	26	15	14	22	47	22	36	12	41	21
1	20	19	20	16	22	25	19	36	25	21	2
0	12	36	20	16	19	28	18	20	15	20	25
0	14	20	23	17	19	24	16	37	35	20	52
1	27	26	25	17	16	28	22	30	16	22	15
0	11	21	37	20	17	33	18	22	22	18	19
1	19	24	20	17	14	27	15	28	23	25	4
1	26	24	17	17	19	24	17	30	15	20	17
0	11	17	21	9	19	32	20	28	29	19	54
0	12	13	20	21	23	24	20	30	26	22	48
1	8	35	21	14	17	33	21	35	14	27	54
1	30	19	21	17	16	24	24	30	17	20	3
0	12	15	17	14	18	27	21	29	36	18	41
0	12	18	16	17	20	47	22	23	15	39	28
1	30	19	18	21	16	21	14	28	15	13	6
0	17	20	32	15	20	35	17	23	15	28	10
1	24	15	25	19	16	24	16	33	25	24	5
0	16	19	20	23	16	50	13	29	17	43	13
0	14	25	20	15	22	46	25	27	11	41	17
1	27	19	21	9	20	28	19	28	16	17	23
0	11	26	19	15	24	39	15	29	15	45	14
1	20	6	17	22	14	23	20	29	23	22	4
1	29	21	20	13	26	25	22	21	14	18	12
1	25	22	28	11	17	29	18	32	17	17	23
1	9	18	17	12	20	26	21	28	28	22	40
1	32	24	20	19	20	30	19	32	17	21	15
0	12	22	32	14	20	39	20	25	17	15	28
1	20	35	20	11	20	25	20	37	22	21	6
0	10	16	33	12	15	35	19	33	16	15	18
0	10	16	20	13	26	45	20	22	11	43	8
1	9	45	24	11	19	28	23	24	17	27	34
1	21	17	24	23	20	19	20	33	25	18	20
0	9	32	20	15	23	22	22	34	12	14	29
0	14	23	20	17	22	53	19	32	15	36	28
0	15	16	31	15	22	37	15	32	15	22	6
0	11	18	20	16	20	24	14	28	30	29	32
0	14	17	20	15	19	46	20	30	15	40	16
1	19	16	22	17	20	31	17	25	25	21	21
0	15	21	20	17	23	41	21	30	15	43	21
0	10	32	17	14	14	24	18	35	29	21	36
0	14	16	20	18	16	29	19	32	31	18	51
1	13	36	20	22	20	31	22	23	13	33	41
0	12	21	20	11	20	26	20	35	30	21	49
0	12	26	28	11	22	29	18	28	31	23	29
0	11	12	18	15	23	23	20	30	32	13	35
1	9	36	20	23	22	25	19	31	15	30	45
0	14	20	20	11	20	21	18	30	33	18	35
0	12	21	20	17	30	25	18	26	26	16	53
1	7	42	22	17	15	26	21	33	18	28	38
0	12	10	30	14	22	38	18	20	15	21	28
0	12	43	19	15	19	20	16	34	14	19	9
0	9	47	23	11	16	27	24	23	17	19	11
1	32	16	21	14	25	24	15	33	15	20	8
1	21	26	22	12	17	26	15	32	25	22	7
0	10	14	23	15	25	23	21	36	24	21	42
1	17	41	16	12	15	16	17	34	12	22	30
1	19	22	19	19	18	22	20	21	28	17	23
1	12	40	18	18	15	17	19	26	16	23	21
0	12	36	15	16	15	19	18	21	11	17	11
0	7	37	18	11	21	25	17	34	15	20	14
0	16	19	21	16	21	47	20	37	12	26	13
0	9	14	19	14	18	41	16	23	14	43	28
1	21	21	20	15	22	25	25	36	25	20	28
0	12	43	15	10	20	22	16	27	17	21	7
0	10	20	31	10	20	37	19	27	16	17	25
1	24	27	15	18	20	31	20	37	25	17	19
0	12	14	24	17	14	19	13	30	30	20	36
0	12	36	20	21	20	38	22	24	14	20	22
1	25	21	18	15	16	24	22	33	16	14	8
0	12	16	20	11	20	45	20	35	13	41	8
0	12	40	23	19	22	22	22	29	16	21	26
0	12	22	27	14	15	34	16	31	15	17	14
0	12	22	30	14	26	38	22	34	16	20	11
1	19	22	19	20	17	13	24	29	22	26	2
0	14	17	21	18	21	49	17	29	14	43	12
0	13	21	15	21	15	49	20	31	19	36	13
1	29	22	27	14	21	30	14	25	9	21	30
1	11	46	24	17	19	33	22	34	14	25	53
0	7	21	20	17	15	43	16	28	9	45	26
0	12	17	19	15	20	44	18	26	17	21	12
0	7	18	22	17	28	46	18	36	13	35	16
1	12	48	26	23	14	24	24	26	16	30	51
0	11	26	16	14	14	53	20	28	12	42	26
1	30	23	23	6	22	23	16	27	19	20	27
1	12	38	20	15	25	24	24	33	11	28	42
0	14	46	20	21	27	21	25	30	15	24	30
0	12	22	19	13	16	49	25	30	17	47	30
1	17	40	20	14	12	23	20	34	14	34	45
1	22	14	18	12	21	27	21	21	25	21	1
0	13	21	22	13	20	25	21	30	25	34	43
0	12	20	16	8	17	45	24	29	23	34	30
0	12	23	19	16	24	45	20	26	13	31	20
0	7	17	29	17	23	31	20	26	15	24	3
0	13	10	36	19	28	39	21	35	17	22	7
0	8	51	22	22	16	23	18	31	15	17	22
1	12	42	26	15	22	22	18	24	17	26	57
1	20	13	20	17	20	19	17	35	28	23	16
1	27	14	22	13	21	24	23	35	8	22	20
0	14	20	20	17	16	44	25	31	14	30	28
0	16	20	16	15	15	47	20	30	12	29	4
1	21	20	20	14	23	25	22	18	24	13	0
1	12	43	24	17	22	20	18	30	19	30	38
0	12	20	18	15	14	23	23	30	30	19	43
1	9	41	25	19	22	23	22	34	16	30	36
1	10	42	18	21	19	31	22	36	13	27	30
1	21	20	18	17	20	27	20	22	24	23	28
0	9	23	21	18	15	30	23	35	15	16	29
1	11	42	25	18	21	20	20	30	12	32	55
1	32	25	22	15	19	29	20	23	14	24	18
0	11	24	18	16	19	48	21	29	11	46	17
1	21	16	19	15	20	23	24	28	29	26	13
0	8	20	19	17	18	44	21	30	10	43	1
0	13	24	21	17	26	46	24	25	13	40	27
0	12	22	19	18	23	42	18	44	10	31	5
1	27	22	18	13	20	21	16	32	14	18	10
1	19	21	16	15	17	23	24	33	25	19	4
0	30	15	24	21	23	23	20	29	18	24	9
0	13	27	20	15	18	31	24	38	31	25	51
0	13	24	20	13	17	31	20	30	30	15	55
0	8	24	19	17	21	31	15	32	10	14	9
1	19	20	17	15	22	25	14	26	24	20	8
0	11	37	20	15	15	36	26	30	14	23	8
1	20	20	13	19	25	25	18	27	25	15	16
1	12	40	22	10	25	26	16	38	13	28	30
0	7	20	30	15	20	43	24	30	15	17	1
0	4	23	20	20	19	44	22	27	15	36	6
0	11	22	21	13	19	29	27	30	28	18	54
1	20	22	15	17	20	24	20	29	26	15	1
1	12	24	20	6	22	44	23	31	14	43	29
0	9	20	18	17	23	48	21	24	18	38	14
1	18	21	25	16	15	21	21	35	25	23	3
1	13	36	20	15	17	22	19	30	15	24	51
0	9	22	24	15	24	51	13	34	12	34	8
1	21	23	17	9	20	30	20	28	15	20	0
0	16	37	20	22	23	26	18	30	11	20	25
0	12	39	17	12	24	31	21	41	14	18	19
1	12	39	20	20	26	23	23	32	13	30	45
1	30	15	19	13	23	25	22	27	15	20	9
1	14	41	20	15	20	25	18	30	13	31	39
0	12	36	20	15	22	30	15	36	16	23	21
0	12	19	21	15	21	25	16	33	29	20	51
1	31	22	25	13	18	20	18	32	14	20	8
1	10	41	25	19	17	30	19	25	15	37	52
0	17	14	21	11	16	29	20	28	24	18	47
1	20	11	20	16	13	30	23	32	24	19	0
0	15	17	19	16	15	47	22	31	16	35	23
1	22	13	16	13	20	25	21	30	23	25	11
0	6	15	18	14	18	44	19	27	11	45	13
0	9	21	19	12	12	24	19	32	26	20	48
0	15	30	20	11	17	15	22	32	32	17	53
0	14	37	20	10	18	29	15	27	16	23	27
1	37	27	21	13	21	21	18	30	15	16	2
0	12	20	21	13	20	26	20	23	28	23	51
1	35	19	23	11	18	24	18	36	17	19	21
0	11	21	20	19	18	25	20	26	29	15	59
0	12	31	17	15	15	21	20	38	30	24	44
0	10	22	33	10	22	36	18	30	14	26	22
1	21	21	18	17	20	26	21	25	27	24	21
0	12	31	21	19	26	22	18	26	15	24	24
1	20	20	23	11	24	27	20	24	23	19	3
0	9	20	19	14	25	28	16	31	33	20	38
1	22	19	18	15	25	28	21	34	22	18	5
0	12	18	35	19	24	36	25	26	15	19	20
0	17	49	20	10	17	31	21	27	17	14	4
0	18	23	20	21	15	44	20	39	17	38	0
1	31	24	19	18	16	26	13	27	17	24	24
0	10	10	23	15	20	26	18	35	28	33	52
1	12	48	17	11	22	29	20	40	15	31	52
0	12	45	20	14	11	25	21	29	14	24	14
1	26	11	13	14	20	20	23	32	14	27	24
0	15	32	24	15	23	25	20	32	17	21	14
0	12	40	23	18	22	24	15	33	17	25	26
1	37	20	20	15	16	26	20	34	11	23	28
1	21	17	18	15	20	23	17	36	25	14	30
0	9	13	20	13	20	49	18	30	13	44	27
1	14	44	20	13	20	15	20	31	18	25	37
1	17	41	22	18	20	23	23	27	15	26	42
0	11	21	20	12	17	28	17	26	30	25	42
1	12	33	20	7	18	25	20	27	15	31	51
0	18	35	18	16	24	26	20	41	15	15	13
1	11	45	22	14	17	23	20	29	15	34	43
0	13	41	21	14	29	33	20	30	15	18	3
1	13	40	19	19	18	23	17	27	15	26	48
0	12	19	20	17	21	25	19	27	26	19	36
0	9	22	19	13	24	18	21	34	32	9	34
0	15	39	20	16	25	30	21	30	14	22	28
1	20	24	25	19	20	25	16	32	29	20	25
0	18	19	37	19	28	29	20	30	15	12	23
1	13	40	24	11	21	23	16	34	15	23	31
1	24	18	22	17	26	22	18	31	22	20	10
1	14	35	17	15	18	21	16	30	16	29	30
0	10	42	20	12	21	25	17	31	8	23	15
0	11	13	18	11	25	22	20	37	26	22	33
0	8	39	17	18	23	23	26	28	16	18	16
0	11	19	21	9	26	24	18	25	29	13	45
1	22	27	22	13	25	24	23	31	14	18	28
1	30	21	20	18	18	28	20	29	8	25	2
1	13	39	17	16	25	25	22	27	15	34	37
1	32	31	18	15	17	28	19	33	15	20	23
0	8	22	22	8	27	48	28	32	16	33	9
1	28	18	20	17	17	24	17	34	16	17	7
1	13	40	18	14	20	26	16	31	14	29	43
0	11	18	21	13	23	31	22	35	28	25	41
0	13	12	22	22	22	31	20	26	10	17	22
0	13	27	20	17	23	21	19	24	31	21	53
1	36	20	23	16	23	26	20	24	14	20	25
0	12	14	20	16	20	43	21	33	15	41	1
1	20	23	21	16	18	25	20	32	25	19	9
1	14	37	23	16	20	27	26	32	15	28	41
1	10	40	21	12	24	23	22	31	16	25	39
1	17	16	24	15	21	31	17	30	27	23	12
1	20	20	20	18	20	25	21	30	25	21	15
0	12	37	22	16	22	28	19	29	15	20	1
0	10	23	20	14	23	46	17	24	19	33	27
0	12	22	23	15	21	30	15	36	32	20	34
0	14	35	18	17	20	28	23	36	16	25	25
1	24	13	21	14	15	21	17	34	22	20	6
1	32	18	20	15	17	28	25	30	13	21	21
1	23	14	19	12	19	29	19	22	25	21	29
1	12	44	20	21	20	27	17	34	16	26	57
0	9	10	20	15	19	26	15	30	33	19	43
1	16	24	20	20	28	23	15	36	8	20	16
1	3	46	16	16	17	24	22	26	14	27	48
0	10	28	17	14	15	25	26	31	30	15	56
1	26	23	26	15	22	26	21	28	16	21	24
1	9	15	29	16	19	39	19	29	17	17	6
1	14	32	16	10	21	25	20	27	15	28	49
1	34	16	17	19	24	32	20	28	15	24	12
0	13	25	17	25	17	47	20	31	17	35	22
0	12	33	20	22	11	32	20	33	16	14	21
0	8	28	32	13	22	35	21	28	16	14	17
0	15	42	20	7	24	23	20	31	14	19	28
1	34	24	22	15	24	25	16	24	19	20	4
1	13	45	18	16	13	25	19	23	15	33	38
1	12	35	20	20	22	25	20	31	9	34	51
1	37	21	20	14	20	27	18	25	19	19	13
0	9	24	27	15	22	35	22	27	18	18	13
1	18	20	17	15	25	20	23	39	24	17	25
1	24	22	20	16	24	31	20	28	15	21	5
0	12	14	24	24	20	29	25	40	29	18	49
0	14	20	20	14	18	46	20	44	17	36	16
0	12	37	24	12	20	29	18	29	15	21	14
0	12	38	22	18	20	25	16	35	16	24	19
1	32	21	20	14	20	26	20	19	15	27	6
0	15	19	24	13	20	37	20	33	10	22	4
0	9	33	20	14	16	27	23	30	15	20	18
0	7	20	34	13	17	36	20	26	18	19	9
1	13	36	19	10	16	26	22	36	15	34	45
0	10	15	17	18	20	50	20	30	15	45	2
0	12	16	19	12	18	24	22	31	35	25	44
1	30	22	19	16	20	26	24	30	12	20	21
1	8	40	20	15	17	24	20	30	14	31	45
1	28	21	20	19	22	28	14	32	15	22	24
1	30	18	20	16	17	26	20	26	15	20	23
0	15	22	19	18	20	44	17	24	17	36	28
0	8	25	15	13	16	24	26	19	11	20	22
1	19	20	19	16	13	24	26	26	24	19	17
0	12	35	19	10	13	21	16	23	10	24	1
1	21	20	25	20	24	26	19	28	25	20	19
0	11	43	23	17	25	23	20	33	15	28	26
0	11	29	20	15	20	21	19	30	30	21	48
0	14	16	30	11	17	38	21	33	22	20	15
0	12	19	19	15	21	40	22	19	15	42	26
1	30	27	19	10	20	24	26	25	12	17	0
0	10	23	20	14	20	22	16	32	29	25	47
0	15	42	22	21	22	24	24	39	15	19	2
0	12	40	20	15	29	26	12	30	14	20	0
0	14	19	20	22	21	19	19	26	29	20	39
0	14	18	27	18	17	45	23	29	21	18	10
0	13	17	18	17	20	48	19	29	16	42	16
0	14	16	32	14	19	32	23	24	15	23	8
1	19	21	22	13	16	26	23	24	27	18	11
1	31	18	17	11	17	25	20	24	11	18	4
1	19	21	14	18	17	28	20	34	24	21	24
0	17	38	20	17	15	27	21	24	15	24	16
1	18	24	20	20	19	22	22	33	25	16	6
0	6	34	24	16	20	27	14	25	19	21	21
0	12	18	33	15	20	45	22	32	16	14	4
0	12	19	19	18	20	40	23	36	12	32	26
0	11	8	34	22	21	36	21	33	13	23	9
0	12	19	19	19	19	28	17	29	32	16	45
0	10	29	28	17	20	34	22	27	12	16	26
0	11	25	17	17	18	48	20	37	12	44	2
0	10	49	22	15	24	25	20	29	15	10	14
0	9	44	13	16	23	24	26	31	12	20	22
1	12	41	15	12	19	22	24	31	11	26	31
0	11	35	26	15	22	28	20	29	15	23	30
1	12	47	19	15	21	19	18	36	19	34	55
0	11	24	20	16	23	41	13	28	15	41	24
1	14	43	22	15	17	21	24	24	14	28	29
0	11	22	28	14	19	33	20	24	18	20	21
1	26	20	20	13	20	27	20	28	25	17	30
0	16	13	19	17	20	23	20	30	29	31	32
0	12	13	25	13	16	47	23	31	20	43	9
0	12	20	20	17	16	23	22	37	32	16	34
1	15	38	19	12	24	27	23	30	19	24	58
1	27	20	17	21	25	26	20	30	15	18	22
1	12	55	15	17	23	28	20	35	15	26	36
1	12	41	20	19	25	26	24	33	18	18	31
0	11	36	25	10	18	17	24	35	18	24	22
0	7	22	13	11	18	24	23	29	27	8	32
0	10	22	19	16	16	29	18	30	29	25	45
0	14	23	22	13	28	42	21	30	14	40	10
1	15	26	18	22	20	23	16	31	21	22	24
0	10	20	18	16	12	43	20	28	15	46	17
0	16	31	20	11	18	21	21	43	15	20	20
1	10	45	23	25	20	20	20	23	20	29	52
0	18	19	32	3	20	38	25	24	12	19	3
0	12	15	20	25	22	25	24	38	34	16	41
0	15	12	31	14	16	37	16	28	16	26	15
1	12	39	20	13	24	25	18	27	16	30	37
0	13	41	20	15	18	22	19	21	17	21	29
0	8	43	22	14	21	22	24	36	12	30	29
1	20	20	20	19	14	25	21	31	25	13	30
0	8	16	30	18	19	38	25	32	14	15	10
1	29	18	18	15	23	20	29	30	12	20	8
0	13	38	20	9	15	26	15	28	15	12	12
1	27	20	16	15	22	27	22	23	27	16	2
0	13	26	14	18	26	25	26	29	26	21	59
0	9	37	17	15	18	26	18	31	13	12	24
0	15	23	30	14	22	43	20	27	15	19	21
0	7	23	29	11	18	32	20	23	15	22	29
1	21	24	21	15	17	24	20	35	19	21	9
0	15	21	22	21	17	47	19	30	18	46	13
1	9	38	19	24	15	28	17	26	15	30	40
0	5	38	16	16	18	26	20	33	21	14	25
1	17	26	21	14	20	23	20	36	29	16	11
1	33	24	20	16	18	21	23	34	19	15	8
0	13	19	24	10	22	24	24	30	35	21	35
1	15	34	19	11	25	25	21	30	14	26	37
1	26	21	20	17	20	29	19	31	14	20	24
0	12	20	28	15	20	29	25	28	15	17	20
0	15	21	31	7	15	43	19	35	13	17	28
0	13	41	22	20	15	25	16	32	12	18	19
1	31	14	20	14	22	28	19	23	12	21	8
0	15	19	17	17	24	45	18	29	15	35	5
0	12	23	16	15	22	27	20	30	28	24	49
0	10	24	19	14	19	22	22	36	25	19	38
0	16	22	18	18	20	47	21	24	13	36	12
1	30	19	23	12	24	28	20	31	12	22	27
0	12	19	20	6	14	39	17	31	13	38	29
1	23	19	23	15	20	22	13	33	27	19	9
0	12	27	29	15	20	28	19	38	15	20	15
0	12	24	24	15	16	41	24	28	16	37	4
0	11	45	21	20	22	22	19	32	18	19	7
1	17	28	25	14	18	17	20	36	11	29	53
0	7	20	33	12	27	36	22	30	12	19	18
0	12	23	31	19	23	35	22	38	15	21	30
0	12	29	29	15	10	31	23	26	21	24	11
1	8	44	21	9	15	31	17	31	12	31	51
1	17	35	22	14	22	25	18	26	13	31	53
1	31	24	21	16	17	32	23	33	17	12	18
0	4	38	28	13	18	21	22	32	16	18	18
0	12	23	22	19	25	28	18	34	30	25	55
0	11	46	20	22	22	23	21	25	16	20	18
0	19	38	19	15	19	28	22	28	15	15	26
1	24	11	19	14	19	22	20	41	13	19	10
0	24	19	16	14	24	21	20	32	19	16	11
1	25	14	23	15	23	22	20	30	25	17	26
0	12	20	27	16	19	29	24	30	15	21	7
0	12	30	21	7	15	21	19	38	34	22	41
0	12	40	19	16	17	31	19	40	15	15	6
0	17	41	22	17	20	29	21	26	18	26	20
0	12	30	21	19	23	20	22	26	15	24	12
1	18	25	19	13	18	26	19	32	26	28	24
1	28	16	22	13	23	25	24	32	15	17	15
1	41	20	19	16	22	29	18	22	15	19	12
0	12	14	24	15	31	41	20	26	16	41	21
1	31	21	24	15	17	32	24	23	19	20	28
0	12	24	34	16	22	35	20	30	12	25	18
0	12	22	29	15	20	35	23	26	19	20	7
1	23	14	22	12	22	25	20	37	25	21	10
1	9	45	18	15	20	27	20	25	16	31	35
0	13	23	24	14	15	45	18	39	12	31	27
0	17	25	18	14	26	46	21	37	17	41	5
1	23	23	19	10	20	27	19	32	15	22	14
0	15	17	37	10	16	27	20	26	11	19	22
0	12	20	30	16	19	33	20	30	15	26	25
0	11	36	18	19	20	25	19	34	15	12	4
0	13	17	21	20	19	45	23	30	12	30	20
0	12	26	18	10	15	23	21	37	31	27	42
1	15	18	20	15	31	25	24	30	26	24	23
0	14	48	19	13	20	30	16	26	15	20	28
0	12	20	15	17	27	46	19	33	17	35	23
1	20	24	20	22	25	23	20	32	27	22	16
0	11	20	20	14	19	37	20	28	17	46	12
0	12	18	20	15	26	20	19	27	28	13	33
1	21	20	18	15	27	26	26	27	24	19	29
1	26	17	22	10	16	25	16	38	22	23	13
1	29	19	19	8	24	26	20	26	19	16	10
1	27	19	20	21	16	26	20	35	17	20	16
0	7	16	22	14	25	49	24	27	13	46	21
1	12	36	23	11	20	24	21	41	18	33	43
0	11	12	24	26	18	33	16	30	30	16	39
0	14	14	23	15	10	38	21	31	13	20	12
0	10	21	35	15	16	30	24	28	12	22	22
0	13	43	22	26	22	25	18	22	14	22	15
0	13	6	21	15	15	25	16	23	27	16	55
1	19	17	18	14	15	25	18	27	22	18	25
1	29	23	23	13	19	21	23	29	14	15	13
0	12	20	20	15	20	26	20	23	31	27	40
0	9	39	24	13	20	19	22	31	15	17	10
0	13	14	28	15	25	32	17	28	14	11	8
1	33	17	22	15	19	24	20	35	16	20	28
0	15	17	29	9	12	30	23	27	9	14	24
0	15	27	30	16	23	34	19	26	9	23	15
0	13	24	23	17	13	25	20	29	31	19	58
1	13	34	19	16	26	25	21	29	14	31	29
0	9	15	22	14	16	37	17	30	16	23	23
0	12	21	26	13	18	37	20	28	19	23	28
0	12	35	19	22	16	24	20	40	21	15	12
0	12	47	16	13	15	26	23	30	15	22	22
0	15	25	24	10	22	36	16	32	13	16	6
1	25	16	14	14	20	24	20	26	10	19	7
0	20	27	17	17	15	23	21	28	19	18	24
0	7	23	17	15	17	45	20	31	17	52	18
0	11	21	16	14	16	42	22	27	16	39	1
1	20	16	23	15	23	28	20	23	24	20	16
0	12	17	20	11	17	28	20	22	31	25	34
1	29	14	20	14	17	25	20	22	16	20	27
1	38	17	18	15	16	29	20	31	18	27	27
0	12	21	27	20	21	34	22	31	11	20	7
0	15	20	18	15	18	25	21	40	28	24	48
0	10	12	26	15	20	34	18	37	17	23	2
1	26	22	22	22	15	26	22	28	15	26	5
0	14	25	19	13	21	45	20	22	15	33	9
1	20	20	20	15	22	29	21	35	25	21	26
1	12	15	23	15	27	45	20	36	12	39	22
1	14	46	20	16	23	26	20	30	20	28	42
0	9	28	24	11	21	46	24	21	18	45	11
1	12	50	25	21	14	22	19	28	15	26	39
0	16	33	19	17	23	28	20	35	17	23	26
1	21	21	20	15	21	25	16	30	28	19	6
0	12	20	20	14	20	43	20	23	15	41	10
1	18	21	23	15	22	24	19	30	26	20	8
0	13	23	25	15	23	23	20	35	31	22	50
0	12	16	27	12	17	35	27	25	15	21	22
1	19	19	18	10	15	34	19	43	25	19	26
0	11	16	32	24	19	32	21	25	16	16	30
0	12	22	23	24	22	46	20	28	16	40	29
0	8	45	21	15	19	21	18	24	15	18	22
0	12	22	21	17	25	46	20	29	15	47	16
1	24	22	21	18	16	21	20	31	25	20	20
1	30	20	23	20	14	27	19	37	13	25	4
0	12	45	24	14	17	25	17	32	18	13	21
1	29	14	20	22	17	24	15	31	16	21	10
0	14	12	20	15	12	43	20	31	18	39	2
0	12	20	32	19	20	39	20	29	12	20	17
0	9	15	24	12	20	28	18	31	20	20	30
1	37	21	16	15	18	22	14	34	16	20	11
1	28	18	24	15	24	26	15	34	16	27	26
0	12	16	20	20	20	26	20	27	29	21	59
0	12	33	16	9	26	26	19	28	15	18	29
0	11	35	19	17	20	26	16	29	9	20	20
1	12	43	17	15	20	26	21	31	14	30	31
1	12	21	21	19	17	45	20	30	10	39	26
0	10	20	18	18	23	28	19	32	28	20	47
0	12	18	19	15	20	40	18	36	14	51	8
0	13	44	21	12	25	29	19	23	12	15	5
0	11	35	20	17	23	27	20	29	13	25	22
1	19	19	19	12	17	29	19	28	30	14	26
0	12	24	18	24	17	16	18	27	31	22	34
0	15	27	20	10	14	49	25	38	23	48	12
1	30	7	20	9	19	27	22	30	16	20	11
1	20	15	20	17	22	27	20	27	31	14	3
0	10	14	26	11	21	43	19	26	15	25	6
0	12	53	17	12	23	17	20	32	16	16	28
0	16	16	18	12	28	20	20	30	29	25	50
1	10	48	25	16	21	28	24	30	14	29	53
1	40	18	20	15	22	21	22	28	14	18	24
0	14	50	19	8	20	25	25	21	17	19	1
1	37	14	22	16	23	24	23	28	12	21	18
1	18	26	16	16	21	21	22	27	25	24	12
0	12	17	21	18	21	29	26	36	28	18	57
1	26	23	18	11	21	18	21	34	24	20	24
0	10	31	25	18	25	26	21	28	13	12	5
0	15	20	18	15	23	45	20	30	14	40	1
0	12	25	19	16	15	46	21	31	13	50	12
1	6	32	20	14	20	32	25	34	12	35	42
1	9	36	22	15	20	30	22	33	13	31	36
0	13	42	19	18	28	27	20	30	12	16	30
0	13	12	19	14	21	49	15	27	16	36	18
0	11	20	19	14	15	50	17	31	14	40	25
1	19	44	22	11	22	23	17	29	14	24	48
1	31	16	22	11	19	28	18	32	16	21	24
1	19	21	23	15	15	25	22	30	26	19	19
1	20	20	21	16	17	27	20	26	24	20	28
0	10	17	25	15	23	46	23	30	16	42	28
1	18	17	20	13	21	33	23	26	26	21	4
0	15	20	32	14	20	42	22	31	18	19	14
1	10	36	19	15	20	25	16	30	11	25	34
1	26	20	18	23	26	32	22	35	15	28	17
0	13	20	31	13	28	39	23	30	19	19	11
0	11	43	21	16	21	28	20	25	18	24	18
0	12	19	20	15	22	41	17	23	17	40	16
0	13	24	24	17	20	40	17	33	14	38	4
1	20	17	15	15	18	24	20	26	29	14	14
0	14	44	22	13	20	25	19	30	16	18	1
1	20	24	20	14	25	25	20	29	26	18	26
0	8	11	24	16	20	45	20	31	14	40	14
0	10	14	30	18	17	36	23	36	15	25	13
0	13	40	18	13	15	25	19	28	11	15	7
1	25	15	24	18	22	27	24	23	25	18	13
0	13	47	20	26	19	31	19	23	13	20	12
0	11	20	20	10	20	45	20	29	9	34	22
1	18	16	18	17	20	22	20	32	29	22	1
0	12	48	22	21	28	23	23	28	15	23	4
1	37	20	17	15	22	22	23	33	23	20	2
1	35	17	20	20	18	17	19	25	19	23	23
0	14	37	24	17	29	14	21	21	15	17	4
0	12	38	22	19	19	25	22	30	12	20	10
0	11	21	30	19	17	38	17	29	15	22	0
1	22	27	20	13	22	24	20	32	27	24	25
0	10	20	30	18	9	35	23	22	15	21	25
0	10	21	17	12	16	45	18	25	13	41	5
1	23	13	14	16	20	35	22	24	25	21	11
1	37	30	15	19	27	25	21	28	19	23	6
1	29	23	16	15	20	21	19	28	13	21	10
1	19	24	19	7	18	21	16	34	23	21	3
1	15	14	20	12	14	14	21	36	28	26	14
0	12	43	23	16	14	37	19	34	17	19	0
1	17	39	20	20	18	22	19	27	16	30	30
1	22	19	18	19	19	25	20	25	12	17	29
1	22	22	20	18	19	30	21	32	27	22	27
1	34	21	23	23	24	26	21	26	15	24	20
1	8	43	22	18	21	32	17	20	17	29	58
1	22	20	18	14	16	23	20	35	26	23	25
0	15	47	22	11	14	22	20	29	21	25	13
0	12	8	20	10	25	42	19	35	17	41	6
0	9	36	19	14	23	26	21	26	17	15	17
1	33	19	22	16	10	24	20	31	17	23	7
0	16	22	26	14	24	32	18	36	16	19	22
0	11	21	22	15	20	44	20	29	15	35	18
0	12	8	22	16	18	45	22	30	21	42	17
1	28	21	16	22	22	27	17	21	12	21	13
0	14	38	19	8	14	25	24	31	17	16	18
1	29	19	22	13	19	23	16	33	17	22	21
0	11	27	20	16	17	35	20	25	21	20	4
1	12	42	13	17	14	24	17	31	17	30	32
0	17	46	20	17	20	29	21	32	17	24	6
1	8	41	20	15	23	23	24	36	16	30	57
0	12	21	20	12	19	48	14	31	12	43	10
0	12	36	22	28	22	23	14	36	15	20	11
0	12	22	19	6	23	25	18	33	30	25	52
0	12	24	19	19	19	25	20	28	30	24	38
0	12	16	42	20	19	35	20	31	12	21	5
0	11	19	20	8	22	22	19	22	29	17	39
0	13	21	22	8	18	21	22	31	34	28	42
1	32	25	13	8	23	27	20	30	16	16	26
1	15	21	24	24	20	25	17	27	23	25	28
0	15	24	24	13	19	37	24	29	22	38	11
1	14	38	16	19	20	28	20	33	15	28	31
0	10	36	24	12	20	28	20	35	15	24	19
0	10	43	21	15	29	22	22	31	19	23	30
0	10	42	14	15	16	26	22	39	13	18	28
1	29	25	22	15	14	24	20	30	19	19	5
1	13	10	28	17	20	22	20	30	22	19	13
1	12	36	21	12	24	32	21	33	15	31	56
0	12	41	19	14	21	23	18	22	16	24	22
1	29	17	20	17	23	18	20	40	17	17	23
1	29	18	25	16	27	25	19	27	13	20	13
0	12	52	20	14	20	27	18	33	15	23	11
1	21	20	18	15	22	24	19	33	23	22	13
0	16	21	31	18	24	39	12	31	15	25	16
1	24	28	18	16	23	24	19	26	26	14	11
1	20	16	20	16	22	19	26	34	23	27	27
0	12	20	17	7	21	25	20	27	31	18	56
